gender,SeniorCitizen,tenure,Contract,MonthlyCharges,TotalCharges,Churn,CustomerSegment,ChurnProba,RiskCategory
Female,0,14,Month-to-month,75.35,1025.95,Yes,Medium Value,0.3648615,Medium Risk
Female,0,69,Two year,19.8,1436.95,No,Medium Value,0.002504883,Low Risk
Male,1,7,Month-to-month,64.2,475.0,No,Medium Value,0.070312284,Low Risk
Male,0,69,Two year,75.75,5388.15,No,High Value,0.013231274,Low Risk
Female,0,72,Two year,78.95,5730.15,No,High Value,0.029170107,Low Risk
Male,0,8,Month-to-month,100.85,819.55,Yes,Medium Value,0.8053543,High Risk
Female,0,4,Month-to-month,50.3,217.1,No,Low Value,0.21588573,Low Risk
Male,0,63,Month-to-month,80.3,4896.35,No,High Value,0.046251748,Low Risk
Male,0,72,Two year,19.85,1434.1,No,Medium Value,0.0028917252,Low Risk
Female,0,46,Two year,21.1,937.1,No,Low Value,0.011698301,Low Risk
Female,0,5,Month-to-month,69.95,330.15,Yes,Low Value,0.5523298,Medium Risk
Male,0,30,Month-to-month,50.0,1474.9,No,Medium Value,0.050442737,Low Risk
Male,0,63,Two year,104.75,6536.5,No,High Value,0.035273798,Low Risk
Female,0,60,Two year,19.85,1128.1,No,Medium Value,0.040297117,Low Risk
Female,0,63,One year,107.5,6873.75,Yes,High Value,0.4500503,Medium Risk
Male,0,25,Month-to-month,85.9,2199.05,No,Medium Value,0.26119944,Low Risk
Male,0,1,Month-to-month,45.85,45.85,Yes,Low Value,0.6601737,High Risk
Male,1,6,Month-to-month,80.8,457.1,No,Medium Value,0.8353243,High Risk
Male,0,22,Two year,25.25,566.5,No,Low Value,0.007847007,Low Risk
Female,0,31,Two year,80.55,2471.6,No,High Value,0.019614054,Low Risk
Female,0,39,Month-to-month,81.5,3107.3,No,Medium Value,0.2511044,Low Risk
Male,0,26,Month-to-month,20.9,518.3,No,Low Value,0.02095656,Low Risk
Female,0,53,One year,106.1,5769.75,Yes,High Value,0.48711097,Medium Risk
Female,0,1,Month-to-month,91.7,91.7,Yes,Medium Value,0.7841916,High Risk
Male,0,12,Month-to-month,67.25,832.3,No,Medium Value,0.17193034,Low Risk
Female,0,16,Month-to-month,95.6,1555.65,Yes,High Value,0.59325844,Medium Risk
Female,0,2,Month-to-month,20.35,45.3,No,Low Value,0.07509036,Low Risk
Male,0,39,One year,45.05,1790.6,No,Medium Value,0.013873183,Low Risk
Male,0,1,Month-to-month,74.95,74.95,Yes,Low Value,0.90108633,High Risk
Female,0,7,Month-to-month,34.65,246.6,No,Low Value,0.093757056,Low Risk
Male,1,4,Month-to-month,69.35,261.65,No,Low Value,0.46883503,Medium Risk
Male,1,10,Month-to-month,95.35,898.35,Yes,Medium Value,0.9160372,High Risk
Female,0,55,Month-to-month,81.55,4509.5,No,High Value,0.18330203,Low Risk
Male,0,72,Two year,75.4,5480.25,No,High Value,0.01364325,Low Risk
Female,0,10,Month-to-month,67.8,653.15,No,Medium Value,0.24218342,Low Risk
Male,1,11,Month-to-month,111.4,1183.05,No,High Value,0.74977535,High Risk
Female,0,15,Month-to-month,46.3,639.45,No,Low Value,0.17623773,Low Risk
Female,0,23,Two year,20.4,478.75,No,Low Value,0.00326118,Low Risk
Male,0,1,Month-to-month,20.05,20.05,No,Low Value,0.34633884,Low Risk
Female,1,3,Month-to-month,45.0,127.1,Yes,Low Value,0.55828184,Medium Risk
Male,0,47,One year,96.1,4391.45,No,High Value,0.11774794,Low Risk
Female,0,15,One year,19.65,270.6,No,Low Value,0.014140743,Low Risk
Male,0,66,Month-to-month,99.5,6710.5,Yes,High Value,0.5287849,Medium Risk
Female,1,68,One year,60.65,3975.9,No,High Value,0.013765988,Low Risk
Female,0,17,One year,98.6,1704.95,Yes,High Value,0.18201861,Low Risk
Female,0,7,Month-to-month,59.5,415.95,Yes,Low Value,0.21006186,Low Risk
Male,1,12,Month-to-month,80.45,950.2,Yes,Medium Value,0.5537882,Medium Risk
Female,1,21,One year,71.7,1497.05,No,Medium Value,0.11159043,Low Risk
Male,0,21,Month-to-month,36.0,780.15,No,Low Value,0.13285564,Low Risk
Female,0,56,One year,65.2,3512.15,No,Medium Value,0.014787374,Low Risk
Female,0,6,Month-to-month,48.95,273.25,No,Low Value,0.5043707,Medium Risk
Female,1,65,Two year,53.5,3517.9,No,High Value,0.0802056,Low Risk
Male,0,42,One year,80.45,3375.9,No,High Value,0.0481943,Low Risk
Female,0,68,Two year,109.05,7508.55,No,High Value,0.08958278,Low Risk
Male,0,48,Two year,26.3,1245.05,No,Medium Value,0.01135652,Low Risk
Female,1,50,One year,106.8,5347.95,No,High Value,0.10700983,Low Risk
Female,1,7,Month-to-month,64.95,493.65,No,Medium Value,0.15454407,Low Risk
Female,0,63,Two year,19.35,1263.85,No,Low Value,0.011388939,Low Risk
Male,0,17,Month-to-month,21.1,385.55,No,Low Value,0.09728461,Low Risk
Female,0,42,Month-to-month,77.95,3384.0,Yes,Medium Value,0.48515368,Medium Risk
Male,0,4,Month-to-month,18.85,84.2,No,Low Value,0.019668786,Low Risk
Female,0,62,Two year,26.0,1638.7,No,Medium Value,0.002748903,Low Risk
Male,1,2,Month-to-month,74.7,165.4,Yes,Low Value,0.52123517,Medium Risk
Female,0,2,Month-to-month,70.35,120.25,No,Low Value,0.5468817,Medium Risk
Male,0,48,Two year,96.9,4473.45,No,High Value,0.040353112,Low Risk
Male,0,27,Two year,19.55,520.55,No,Low Value,0.00459227,Low Risk
Female,0,70,Two year,80.4,5717.85,No,High Value,0.0052957223,Low Risk
Male,1,1,Month-to-month,88.8,88.8,Yes,Medium Value,0.9162181,High Risk
Male,0,46,One year,94.65,4312.5,No,High Value,0.3108685,Low Risk
Male,0,30,Month-to-month,90.25,2755.35,Yes,High Value,0.51359594,Medium Risk
Female,0,15,Month-to-month,64.65,994.55,Yes,Medium Value,0.53253824,Medium Risk
Male,0,69,One year,95.75,6511.25,No,High Value,0.046833694,Low Risk
Male,0,65,Two year,19.55,1218.65,No,Medium Value,0.007612469,Low Risk
Male,1,72,Two year,104.1,7447.7,No,High Value,0.004971115,Low Risk
Male,1,13,Month-to-month,89.05,1169.35,Yes,Medium Value,0.51519585,Medium Risk
Male,0,17,One year,20.1,279.5,No,Low Value,0.012289258,Low Risk
Male,0,51,One year,111.55,5720.35,No,High Value,0.21394792,Low Risk
Male,0,51,Two year,60.5,3121.45,No,Medium Value,0.008758059,Low Risk
Female,0,72,Two year,90.95,6468.6,No,High Value,0.0009773136,Low Risk
Male,0,67,One year,87.4,5918.8,Yes,High Value,0.3721374,Medium Risk
Male,0,34,Month-to-month,19.7,675.6,No,Low Value,0.058864675,Low Risk
Male,0,67,Two year,50.95,3521.7,No,High Value,0.01452884,Low Risk
Female,0,49,One year,20.05,923.1,No,Low Value,0.006173197,Low Risk
Male,0,53,Two year,19.4,1110.35,No,Low Value,0.039457634,Low Risk
Male,0,27,Month-to-month,59.45,1611.65,No,Medium Value,0.025672507,Low Risk
Female,1,23,Month-to-month,94.75,2293.6,Yes,High Value,0.5381223,Medium Risk
Male,0,69,Two year,81.5,5553.25,No,High Value,0.013544109,Low Risk
Female,0,2,Month-to-month,29.05,44.75,No,Low Value,0.27198502,Low Risk
Female,0,35,Month-to-month,86.45,3029.1,Yes,Medium Value,0.71689314,High Risk
Female,0,46,One year,70.6,3231.05,No,High Value,0.06345246,Low Risk
Female,0,54,Two year,97.2,5129.45,No,High Value,0.1246034,Low Risk
Female,0,56,One year,98.25,5508.35,Yes,High Value,0.37311998,Medium Risk
Female,0,9,Month-to-month,75.75,655.9,Yes,Medium Value,0.5101222,Medium Risk
Male,0,20,Month-to-month,59.2,1191.2,No,Medium Value,0.11803492,Low Risk
Male,0,11,Month-to-month,75.9,866.4,No,Medium Value,0.2542702,Low Risk
Female,1,30,Month-to-month,90.05,2627.2,No,High Value,0.4859888,Medium Risk
Male,0,68,Two year,70.95,4741.45,No,High Value,0.020865519,Low Risk
Male,1,38,Month-to-month,102.6,4009.2,No,High Value,0.7159529,High Risk
Female,1,17,Month-to-month,85.35,1463.45,Yes,Medium Value,0.37138715,Medium Risk
Male,0,48,One year,106.1,5082.8,Yes,High Value,0.5282495,Medium Risk
Female,0,1,Month-to-month,43.8,43.8,No,Low Value,0.33016253,Low Risk
Male,0,63,Two year,59.0,3707.6,No,High Value,0.028003555,Low Risk
Female,0,3,One year,69.95,220.45,No,Medium Value,0.26081145,Low Risk
Female,0,48,One year,24.35,1133.7,No,Low Value,0.03261957,Low Risk
Male,0,66,One year,29.45,1983.15,No,Medium Value,0.008183582,Low Risk
Female,0,68,Two year,84.4,5746.75,No,High Value,0.030398427,Low Risk
Male,1,17,Month-to-month,45.05,770.6,Yes,Low Value,0.36979607,Medium Risk
Female,0,7,One year,20.65,134.05,No,Low Value,0.021242721,Low Risk
Male,0,72,Two year,87.1,6230.1,No,High Value,0.00089993933,Low Risk
Female,0,29,Month-to-month,19.85,573.05,No,Low Value,0.020642055,Low Risk
Male,0,37,Month-to-month,90.35,3419.3,No,High Value,0.12037458,Low Risk
Female,0,34,Month-to-month,109.8,3587.25,Yes,High Value,0.21717453,Low Risk
Female,1,42,Month-to-month,84.65,3541.35,Yes,Medium Value,0.6711346,High Risk
Female,0,59,One year,65.5,3801.3,No,High Value,0.008723383,Low Risk
Male,0,11,Month-to-month,79.5,868.5,Yes,Medium Value,0.6213592,Medium Risk
Male,1,60,Month-to-month,80.95,4859.1,No,High Value,0.11894333,Low Risk
Female,0,27,Month-to-month,56.15,1439.35,No,Medium Value,0.034092557,Low Risk
Female,0,1,Month-to-month,85.8,85.8,Yes,Medium Value,0.9382802,High Risk
Male,1,1,Month-to-month,79.1,79.1,Yes,Low Value,0.96001893,High Risk
Male,0,17,Month-to-month,34.4,592.75,No,Low Value,0.1070895,Low Risk
Male,0,58,Two year,20.75,1185.95,No,Medium Value,0.0076679573,Low Risk
Male,0,1,One year,18.8,18.8,No,Low Value,0.0270484,Low Risk
Female,0,3,Month-to-month,44.3,134.5,Yes,Low Value,0.4206088,Medium Risk
Female,0,53,Month-to-month,90.8,4921.2,No,High Value,0.0642503,Low Risk
Male,0,35,Month-to-month,25.6,901.25,No,Low Value,0.0704974,Low Risk
Male,0,50,Month-to-month,105.95,5341.8,Yes,High Value,0.6720023,High Risk
Male,0,68,Two year,70.8,4859.95,No,High Value,0.012244095,Low Risk
Male,0,47,Month-to-month,25.4,1139.2,No,Medium Value,0.06578159,Low Risk
Female,1,65,Month-to-month,108.8,7082.45,No,High Value,0.18106374,Low Risk
Male,0,5,Month-to-month,69.75,324.6,Yes,Low Value,0.5514744,Medium Risk
Male,0,51,Month-to-month,94.65,4812.75,Yes,High Value,0.7332867,High Risk
Female,0,46,Month-to-month,96.05,4399.5,Yes,High Value,0.40046862,Medium Risk
Female,0,9,Month-to-month,76.85,663.55,No,Low Value,0.5209102,Medium Risk
Female,0,8,Two year,20.25,174.65,No,Low Value,0.008332405,Low Risk
Male,0,14,One year,24.8,321.7,No,Low Value,0.02637539,Low Risk
Female,0,45,Month-to-month,115.65,5125.5,No,High Value,0.19330058,Low Risk
Female,0,8,Month-to-month,74.6,548.9,No,Low Value,0.6486981,Medium Risk
Male,1,1,Month-to-month,50.15,50.15,Yes,Low Value,0.72892475,High Risk
Male,0,66,One year,103.15,7031.3,No,High Value,0.09463097,Low Risk
Male,0,72,Two year,72.1,5016.65,No,High Value,0.0048235813,Low Risk
Female,0,41,Month-to-month,113.6,4594.95,Yes,High Value,0.60438514,Medium Risk
Female,0,23,Two year,25.1,611.45,No,Low Value,0.011341924,Low Risk
Female,0,29,Month-to-month,78.9,2384.15,Yes,Medium Value,0.6807199,High Risk
Female,0,4,Month-to-month,80.15,319.85,No,Medium Value,0.29621875,Low Risk
Male,0,6,Two year,25.4,153.3,No,Low Value,0.010438454,Low Risk
Female,1,67,One year,105.4,7035.6,No,High Value,0.03459323,Low Risk
Male,1,7,Month-to-month,45.75,344.2,No,Low Value,0.16601735,Low Risk
Male,0,56,One year,24.45,1431.65,No,Medium Value,0.016113138,Low Risk
Female,0,72,Two year,25.0,1849.2,No,Medium Value,0.0026977332,Low Risk
Male,0,72,Two year,85.25,6083.1,No,High Value,0.004305132,Low Risk
Male,0,23,Two year,19.6,426.65,No,Low Value,0.005003552,Low Risk
Female,0,35,Month-to-month,50.15,1655.35,No,Medium Value,0.026499879,Low Risk
Male,1,27,Month-to-month,70.55,1943.9,No,Medium Value,0.2794174,Low Risk
Female,0,26,Month-to-month,60.05,1616.15,Yes,Medium Value,0.23799403,Low Risk
Male,0,12,One year,26.4,314.95,No,Low Value,0.0179873,Low Risk
Female,0,40,Two year,20.15,804.85,No,Low Value,0.0027228207,Low Risk
Male,0,7,Month-to-month,58.85,465.7,No,Medium Value,0.12764335,Low Risk
Male,0,70,Month-to-month,97.55,6669.05,No,High Value,0.14447463,Low Risk
Male,0,60,Two year,19.65,1161.75,No,Low Value,0.012598495,Low Risk
Male,0,39,One year,25.25,947.75,No,Low Value,0.036463413,Low Risk
Male,0,72,Two year,114.45,8375.05,No,High Value,0.015262718,Low Risk
Female,0,1,Month-to-month,34.7,34.7,Yes,Low Value,0.8672135,High Risk
Male,0,54,One year,70.7,3770.0,No,High Value,0.03255553,Low Risk
Male,0,3,Month-to-month,85.3,264.8,Yes,Medium Value,0.83419263,High Risk
Female,0,63,Two year,75.55,4707.85,No,High Value,0.0067884815,Low Risk
Male,0,71,Two year,84.8,6152.4,No,High Value,0.05576372,Low Risk
Female,0,42,One year,20.65,958.1,No,Low Value,0.0061772647,Low Risk
Male,0,47,Two year,20.45,943.0,No,Low Value,0.003878831,Low Risk
Female,0,66,One year,102.45,6615.15,Yes,High Value,0.42335352,Medium Risk
Female,0,21,Month-to-month,104.4,2200.25,Yes,High Value,0.8522452,High Risk
Male,0,11,Month-to-month,35.65,425.1,No,Low Value,0.3452045,Low Risk
Male,0,1,Month-to-month,99.75,99.75,Yes,Medium Value,0.9281231,High Risk
Female,1,55,Month-to-month,90.45,5044.8,No,High Value,0.063601546,Low Risk
Male,0,69,Two year,97.65,6743.55,No,High Value,0.038576264,Low Risk
Female,1,3,Month-to-month,73.85,196.4,No,Low Value,0.42369488,Medium Risk
Male,0,4,Month-to-month,74.4,299.7,Yes,Medium Value,0.48160967,Medium Risk
Male,1,30,Two year,69.1,2093.9,No,Medium Value,0.016951974,Low Risk
Female,0,5,Month-to-month,82.75,417.75,No,Medium Value,0.7110413,High Risk
Female,0,71,Two year,24.4,1725.4,No,Medium Value,0.0017420604,Low Risk
Female,0,29,One year,55.25,1620.2,No,Medium Value,0.09924938,Low Risk
Male,0,52,Month-to-month,61.35,3169.55,No,Medium Value,0.06126342,Low Risk
Male,0,68,One year,76.75,5233.25,No,High Value,0.13931954,Low Risk
Female,0,46,Two year,19.4,967.85,No,Low Value,0.015327967,Low Risk
Male,0,8,Month-to-month,54.75,438.05,No,Low Value,0.2650344,Low Risk
Male,0,72,Two year,19.7,1421.9,No,Medium Value,0.002147361,Low Risk
Female,0,17,One year,19.9,323.15,No,Low Value,0.047572974,Low Risk
Male,0,3,Month-to-month,107.95,318.6,No,High Value,0.35023433,Medium Risk
Female,1,2,Month-to-month,83.8,163.7,No,Medium Value,0.54351574,Medium Risk
Female,0,9,Month-to-month,74.25,639.65,Yes,Medium Value,0.45621213,Medium Risk
Female,0,51,One year,56.4,2928.5,No,Medium Value,0.097245805,Low Risk
Female,0,6,Two year,20.1,100.35,No,Low Value,0.009171447,Low Risk
Female,0,3,Month-to-month,94.9,273.2,No,Medium Value,0.6166566,Medium Risk
Female,1,17,Month-to-month,94.2,1608.15,No,Medium Value,0.5339212,Medium Risk
Male,0,30,Month-to-month,49.9,1441.95,No,Low Value,0.07457236,Low Risk
Male,0,31,Month-to-month,71.05,2168.15,No,Medium Value,0.11554249,Low Risk
Female,0,45,Two year,81.65,3618.7,No,High Value,0.0105963135,Low Risk
Male,0,64,One year,89.45,5692.65,No,High Value,0.051448118,Low Risk
Male,0,1,Month-to-month,59.85,59.85,Yes,Low Value,0.6788579,High Risk
Female,1,1,Month-to-month,69.6,69.6,Yes,Low Value,0.9624093,High Risk
Male,1,61,One year,99.0,5969.3,No,High Value,0.06991115,Low Risk
Male,0,1,Month-to-month,19.05,19.05,No,Low Value,0.1414221,Low Risk
Male,0,9,Month-to-month,45.4,418.8,Yes,Low Value,0.77452034,High Risk
Male,0,72,Two year,114.45,8100.55,No,High Value,0.0042819376,Low Risk
Female,0,1,Month-to-month,19.5,19.5,Yes,Low Value,0.3498489,Low Risk
Female,0,7,Month-to-month,44.25,313.45,No,Low Value,0.24536927,Low Risk
Female,0,66,One year,90.55,6130.95,No,High Value,0.087544665,Low Risk
Male,0,1,Month-to-month,69.9,69.9,Yes,Low Value,0.94314766,High Risk
Male,0,40,Month-to-month,20.4,745.3,No,Low Value,0.021275895,Low Risk
Male,0,16,Month-to-month,71.4,1212.1,No,Medium Value,0.13308835,Low Risk
Female,0,2,Month-to-month,87.15,183.75,Yes,Medium Value,0.7758137,High Risk
Male,0,67,Two year,24.85,1583.5,No,Medium Value,0.005070466,Low Risk
Female,0,41,One year,104.45,4162.05,No,High Value,0.18584208,Low Risk
Female,0,56,Two year,19.8,1119.9,No,Low Value,0.0154982405,Low Risk
Female,0,72,Two year,116.45,8013.55,No,High Value,0.0122577995,Low Risk
Female,0,3,Month-to-month,84.75,264.85,Yes,Medium Value,0.9050406,High Risk
Female,0,54,Two year,20.05,1102.4,No,Low Value,0.008313998,Low Risk
Male,1,52,Month-to-month,110.75,5832.0,No,High Value,0.19866157,Low Risk
Female,0,50,Two year,89.7,4304.5,No,High Value,0.0088933185,Low Risk
Male,0,14,Month-to-month,89.95,1178.4,Yes,Medium Value,0.7788893,High Risk
Male,0,27,One year,48.7,1421.75,No,Medium Value,0.040958326,Low Risk
Female,1,72,Two year,96.6,6827.5,No,High Value,0.0077590453,Low Risk
Male,0,62,One year,74.3,4698.05,No,High Value,0.07700097,Low Risk
Female,0,12,Month-to-month,54.3,654.5,No,Low Value,0.19149032,Low Risk
Female,1,44,One year,74.85,3268.05,No,High Value,0.088082895,Low Risk
Male,0,54,Two year,79.95,4362.05,No,High Value,0.0129210325,Low Risk
Female,0,68,Two year,20.05,1386.9,No,Medium Value,0.0023851832,Low Risk
Male,0,20,Month-to-month,19.4,415.4,No,Low Value,0.05361165,Low Risk
Male,0,50,One year,54.9,2614.1,No,Medium Value,0.052887194,Low Risk
Male,0,58,Two year,24.45,1513.6,No,Medium Value,0.0095341,Low Risk
Male,0,35,Month-to-month,89.65,3161.6,No,High Value,0.18119204,Low Risk
Female,0,2,Month-to-month,45.4,80.95,No,Low Value,0.64484257,Medium Risk
Male,0,63,Two year,75.7,4676.7,No,High Value,0.009178616,Low Risk
Female,0,58,One year,110.65,6526.65,No,High Value,0.13145792,Low Risk
Female,0,27,One year,20.55,583.3,No,Low Value,0.012512634,Low Risk
Female,0,71,Two year,115.15,8078.1,No,High Value,0.017348045,Low Risk
Female,0,63,One year,58.55,3503.5,No,Medium Value,0.019584207,Low Risk
Male,0,71,Month-to-month,93.25,6669.45,No,High Value,0.059210222,Low Risk
Female,1,41,Month-to-month,113.2,4689.5,Yes,High Value,0.3771786,Medium Risk
Male,1,13,Month-to-month,90.5,1201.15,Yes,Medium Value,0.75793165,High Risk
Male,0,2,Month-to-month,79.0,143.65,Yes,Low Value,0.7531824,High Risk
Female,0,68,Two year,19.35,1292.65,No,Medium Value,0.011737662,Low Risk
Male,0,1,Month-to-month,48.75,48.75,No,Low Value,0.49962354,Medium Risk
Male,1,65,Two year,109.05,7108.2,No,High Value,0.38701817,Medium Risk
Male,1,72,Two year,25.0,1802.55,No,Medium Value,0.0013502307,Low Risk
Female,0,28,Month-to-month,54.9,1505.15,No,Medium Value,0.12727891,Low Risk
Male,0,72,Two year,24.75,1859.1,No,Medium Value,0.0026489017,Low Risk
Female,0,2,Month-to-month,91.15,168.5,No,Medium Value,0.5052408,Medium Risk
Female,0,18,One year,20.15,390.85,Yes,Low Value,0.0954927,Low Risk
Male,1,60,One year,104.35,6339.45,No,High Value,0.21902516,Low Risk
Female,1,26,Month-to-month,66.05,1652.4,No,Medium Value,0.15596212,Low Risk
Male,0,1,Month-to-month,71.65,71.65,Yes,Low Value,0.77885747,High Risk
Female,0,4,Month-to-month,20.35,77.5,Yes,Low Value,0.1447848,Low Risk
Male,0,68,Two year,92.2,6392.85,No,High Value,0.0065407553,Low Risk
Female,0,38,Month-to-month,84.25,3264.5,Yes,High Value,0.5047442,Medium Risk
Female,1,42,One year,105.2,4599.15,No,High Value,0.28700128,Low Risk
Female,0,57,Two year,19.6,1134.25,No,Low Value,0.024363134,Low Risk
Male,0,54,Month-to-month,30.4,1621.35,No,Medium Value,0.3149488,Low Risk
Female,0,12,Month-to-month,78.1,947.3,Yes,Medium Value,0.4828345,Medium Risk
Female,0,44,One year,61.5,2722.2,No,Medium Value,0.053957324,Low Risk
Male,0,42,Month-to-month,69.4,3058.3,No,Medium Value,0.07048102,Low Risk
Male,0,72,Two year,24.75,1769.6,No,Medium Value,0.0011275401,Low Risk
Female,0,71,Two year,91.05,6293.75,No,High Value,0.0011321068,Low Risk
Female,0,19,Month-to-month,89.65,1761.05,Yes,Medium Value,0.4649457,Medium Risk
Female,0,23,Month-to-month,73.65,1642.75,No,Medium Value,0.05080025,Low Risk
Female,0,30,Two year,19.4,578.5,No,Low Value,0.008263142,Low Risk
Male,0,35,One year,26.2,954.9,No,Low Value,0.057478953,Low Risk
Female,0,10,Month-to-month,98.7,973.25,Yes,Medium Value,0.9450956,High Risk
Male,0,1,Month-to-month,43.85,43.85,No,Low Value,0.3886256,Medium Risk
Male,0,22,Month-to-month,69.7,1490.4,No,Medium Value,0.28904092,Low Risk
Male,0,7,Two year,38.55,280.0,No,Low Value,0.012048857,Low Risk
Female,0,36,Two year,53.1,1901.25,No,Medium Value,0.00707187,Low Risk
Female,0,34,Month-to-month,20.65,716.4,No,Low Value,0.021895003,Low Risk
Male,0,72,Two year,64.45,4720.0,No,High Value,0.012390072,Low Risk
Male,0,36,Two year,25.1,930.95,No,Low Value,0.011956872,Low Risk
Female,0,1,Month-to-month,76.35,76.35,Yes,Low Value,0.92866844,High Risk
Female,0,23,Month-to-month,79.15,1676.95,Yes,Medium Value,0.60609025,Medium Risk
Male,1,32,Month-to-month,85.0,2642.05,Yes,Medium Value,0.7629359,High Risk
Female,0,71,One year,95.15,6770.85,No,High Value,0.01090815,Low Risk
Female,1,23,Month-to-month,79.35,1835.3,No,Medium Value,0.23467468,Low Risk
Male,0,17,One year,96.65,1588.25,No,High Value,0.20577365,Low Risk
Male,0,1,Month-to-month,75.5,75.5,No,Medium Value,0.29371205,Low Risk
Male,0,12,Two year,19.7,258.35,No,Low Value,0.005738691,Low Risk
Female,0,72,Two year,20.5,1502.25,No,Medium Value,0.0014160137,Low Risk
